period;M0_EUR;M1_EUR;M2_EUR;moneyCirculation_EUR;moneyVelocity_EUR;keyInterestRate_EUR;priceIndex_EUR;creditUtilizationRate_EUR;M0_USD;M1_USD;M2_USD;moneyCirculation_USD;moneyVelocity_USD;keyInterestRate_USD;priceIndex_USD;creditUtilizationRate_USD;M0_YEN;M1_YEN;M2_YEN;moneyCirculation_YEN;moneyVelocity_YEN;keyInterestRate_YEN;priceIndex_YEN;creditUtilizationRate_YEN
2002-01-20;0;460437.10043133;467483.166139692;1094531.33984526;2.34132781482487;0.0138343706690499;14.4413254471709;0.512574762438132;0;611753.498006398;611753.498006398;1349140.94978895;2.20536695611152;0.05;31.0717373510091;0.798271778706362;0;598788.406891901;598788.406891901;1437661.43713414;2.4009506873998;0.05;33.6944133836313;0.776387522311687
2002-01-27;0;450513.526581315;472663.584235705;1038326.52037139;2.19675590631836;0.0131841723101517;14.3608965770149;0.512609407796747;0;598482.616925574;598482.616925574;1487660.0511413;2.48571973365485;0.05;30.8149152911502;0.803004408913227;0;658446.643551893;658446.643551893;1454244.16214537;2.20859833729376;0.05;33.3045509591424;0.73516607854085
2002-02-03;0;409697.341132229;474924.296188033;1073110.9231918;2.25954100854619;0.0125887474284785;14.2679932277097;0.488116434852391;0;603890.815970772;603890.815970772;1332639.83422802;2.2067562529259;0.05;30.7015903791965;0.814231124910957;0;688340.207365337;688340.207365337;1393946.77741293;2.0250840536373;0.05;32.9639004472095;0.724772973743509
2002-02-10;0;407075.845523096;434957.596859367;847860.151366141;1.94929381044993;0.0120559921998798;14.2071931366913;0.47755866878535;0;718514.416484528;718514.416484528;1435836.33149614;1.99834032352649;0.05;30.4479802083508;0.884973797072937;0;893568.100546145;893568.100546145;1853309.68434925;2.07405533301436;0.05;32.511751856446;0.819969028452146
2002-02-17;0;406467.228398357;406753.499061696;916808.075577582;2.25396481577291;0.0118004165593532;14.181985638647;0.484175725918239;0;780183.134094376;780183.134094376;1506564.8913463;1.93104006675957;0.05;30.1024644893875;0.856863970265382;0;959217.121278227;959217.121278227;1769152.62806965;1.84437140332955;0.05;32.0439613151455;0.828236554900865
2002-02-24;0;393788.29574214;422509.387865634;819284.224571084;1.93909117312118;0.0111783275390874;14.1111731117676;0.475206694916209;0;811991.213355893;811991.213355893;1486234.72206931;1.83035813395914;0.05;29.7100976119102;0.874683483875791;0;934959.269822421;934959.269822421;1849474.97995425;1.97813427776969;0.05;31.4776299381129;0.802562564171545
2002-03-03;0;387220.50646996;403893.508626827;873059.926354385;2.16160920566079;0.0105831677077088;14.0364533345136;0.468210105549132;0;850427.83934088;850427.83934088;1969457.82892576;2.31584355287826;0.05;29.3142255988254;0.877691228690671;0;979938.447404798;979938.447404798;1966253.76406373;2.00650741816593;0.05;30.8636304498265;0.803596145476712
2002-03-10;0;357506.26728807;400112.595038523;925455.406329579;2.31298743854958;0.0100039157398191;13.9642203525185;0.487661864018878;0;835878.686056805;835878.686056805;1791203.04864687;2.14289833982577;0.05;28.8711183704973;0.860620394920158;0;987543.682871974;987543.682871974;1685568.34372775;1.70682914888968;0.05;30.167999916822;0.795824739548203
2002-03-17;0;419660.504547158;436433.945157103;1046687.20920522;2.39827176785812;0.00962054444581389;13.9172605997451;0.473291142702687;0;841766.407225147;841766.407225147;1414525.45270156;1.68042516375118;0.05;28.3377679403938;0.859629976730394;0;890807.407646418;890807.407646418;1777000.62350528;1.99482021394529;0.05;29.4742039423571;0.768347107504536
2002-03-24;0;432199.852960996;449168.288700204;1038136.80786969;2.3112424318151;0.00961280738397939;13.9254181618032;0.463739989316923;0;826558.486860413;826558.486860413;1594753.18579254;1.92938940334401;0.05;27.7834162508271;0.860466851651973;0;858934.742729271;858934.742729271;1902737.20240588;2.21522905961392;0.05;28.7442578584084;0.712999671919554
